id,restaurant_name,address,lat,lng,rating,closing_time,hours_of_operation,closing_hour,peak_surplus_day,peak_surplus_kg
sb-ChIJfbssMmdB6YAR,Los Altos Restaurant,"5892 Hollister Ave, Goleta, CA 93117, USA",34.4361727,-119.8289096,4.5,9:00 PM,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,21.0,Sunday,30.83
sb-ChIJjcTL9mgT6YAR,Insomnia Cookies,"430 State St, Santa Barbara, CA 93101, USA",34.4167934,-119.6950827,4.1,1:00 AM,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 1:00 AM | Friday: 11:00 AM – 1:00 AM | Saturday: 12:00 PM – 1:00 AM | Sunday: 12:00 PM – 12:00 AM,1.0,Sunday,45.22
sb-ChIJi0rTnKVA6YAR,Lilly's Taqueria,"Storke Rd, Goleta, CA 93117, USA",34.4283517,-119.8690421,4.7,9:00 PM,Monday: 10:00 AM – 9:00 PM | Tuesday: Closed | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,21.0,Sunday,31.11
sb-ChIJnbXFVjcV6YAR,Palapa Restaurant,"4123 State St, Santa Barbara, CA 93110, USA",34.4402254,-119.7605416,4.3,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJiQyrNYkT6YAR,Helena Avenue Bakery,"131 Anacapa St c, Santa Barbara, CA 93101, USA",34.4144454,-119.6906825,4.5,2:30 PM,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: 7:00 AM – 2:30 PM | Sunday: 7:00 AM – 2:30 PM,14.5,Sunday,41.42
sb-ChIJjSJFQfoV6YAR,Cuso's Creamery,"620 State St, Santa Barbara, CA 93101, USA",34.4182778,-119.6973334,4.9,10:00 PM,Monday: 2:00 – 7:00 PM | Tuesday: Closed | Wednesday: Closed | Thursday: 3:00 – 8:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 9:00 PM,22.0,Friday,28.21
sb-ChIJf2cnnHgT6YAR,Sam's To Go,"726 N Milpas St, Santa Barbara, CA 93103, USA",34.4290313,-119.6886672,4.2,7:00 PM,Monday: 10:00 AM – 8:30 PM | Tuesday: 10:00 AM – 8:30 PM | Wednesday: 10:00 AM – 8:30 PM | Thursday: 10:00 AM – 8:30 PM | Friday: 10:00 AM – 8:30 PM | Saturday: 10:00 AM – 7:00 PM | Sunday: Closed,19.0,Sunday,41.19
sb-ChIJj9XvQkoS6YAR,Tre Lune,"1151 Coast Village Rd, Montecito, CA 93108, USA",34.420938,-119.646274,4.6,2:30 PM,"Monday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Tuesday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Wednesday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Thursday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Friday: 8:00 AM – 2:30 PM, 5:00 – 10:00 PM | Saturday: 8:00 AM – 2:30 PM, 5:00 – 10:00 PM | Sunday: 8:00 AM – 2:30 PM, 5:00 – 9:00 PM",14.5,Sunday,41.55
sb-ChIJn__RT5AV6YAR,Mosaic Locale,"1131 State St, Santa Barbara, CA 93101, USA",34.4229213,-119.7044244,4.4,9:00 PM,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 6:00 PM,21.0,Sunday,30.71
sb-ChIJeaKRNWg_6YAR,Naan Stop,"966 Embarcadero del Mar, Isla Vista, CA 93117, USA",34.4116211,-119.8569259,4.2,10:00 PM,Monday: 11:30 AM – 10:00 PM | Tuesday: 11:30 AM – 10:00 PM | Wednesday: 11:30 AM – 10:00 PM | Thursday: 11:30 AM – 10:00 PM | Friday: 11:30 AM – 10:00 PM | Saturday: 11:30 AM – 10:00 PM | Sunday: Closed,22.0,Friday,27.56
sb-ChIJjQZNFXxA6YAR,Little Caesars Pizza,"109 S Fairview Ave SUITE E, Goleta, CA 93117, USA",34.437549,-119.831125,3.8,12:00 AM,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 11:30 PM,0.0,Sunday,45.08
sb-ChIJjRJDMdwU6YAR,Harry's Plaza Cafe,"3313 State St, Santa Barbara, CA 93105, USA",34.43927,-119.735939,4.5,12:00 AM,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 9:00 PM,0.0,Sunday,46.12
sb-ChIJgx6yQkAU6YAR,Meun Fan Thai Cafe,"1819 Cliff Dr, Santa Barbara, CA 93109, USA",34.4011641,-119.7214233,4.4,3:00 PM,"Monday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Tuesday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Wednesday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Thursday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Friday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Saturday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Sunday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM",15.0,Sunday,41.22
sb-ChIJeQj3X9wU6YAR,Kyoto Japanese Restaurant,"3232 State St, Santa Barbara, CA 93105, USA",34.4406223,-119.7338309,4.2,2:30 PM,"Monday: 11:30 AM – 2:00 PM, 5:00 – 9:30 PM | Tuesday: 11:30 AM – 2:00 PM, 5:00 – 9:30 PM | Wednesday: 11:30 AM – 2:00 PM, 5:00 – 9:30 PM | Thursday: 11:30 AM – 2:00 PM, 5:00 – 9:30 PM | Friday: 11:30 AM – 2:00 PM, 5:00 – 10:00 PM | Saturday: 12:00 – 2:30 PM, 5:00 – 10:00 PM | Sunday: 5:00 – 9:30 PM",14.5,Sunday,40.86
sb-ChIJh57Zp5wV6YAR,Don Paco's Taco Truck,"1432 San Andres St, Santa Barbara, CA 93101, USA",34.4186612,-119.715811,4.5,Unknown,,21.0,Sunday,30.83
sb-ChIJmTtuU3lA6YAR,Yummy Thai Restaurant,"5918 Hollister Ave suite b, Goleta, CA 93117, USA",34.4362684,-119.8295334,4.2,3:00 PM,"Monday: Closed | Tuesday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Wednesday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Thursday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Friday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Saturday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM | Sunday: 11:00 AM – 3:00 PM, 4:30 – 9:00 PM",15.0,Sunday,40.81
sb-ChIJj7Kop3kU6YAR,Sachi | Ramen & Robata Bar,"721 Chapala St, Santa Barbara, CA 93101, USA",34.4179964,-119.7000379,4.3,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJh3iqLfsU6YAR,Meet Up Chinese Cuisine 遇见音乐餐厅,"2251 Las Positas Rd, Santa Barbara, CA 93105, USA",34.4265002,-119.7344734,4.5,9:30 PM,Monday: 11:00 AM – 9:30 PM | Tuesday: 11:00 AM – 9:30 PM | Wednesday: 11:00 AM – 9:30 PM | Thursday: 11:00 AM – 9:30 PM | Friday: 11:00 AM – 9:30 PM | Saturday: 11:00 AM – 9:30 PM | Sunday: 11:00 AM – 9:30 PM,21.5,Sunday,29.05
sb-ChIJnUlxSUM_6YAR,Monster Mac,"6553 Pardall Rd, Isla Vista, CA 93117, USA",34.41292180000001,-119.8563933,5.0,Unknown,,21.0,Sunday,31.59
sb-ChIJj6C2Xe0V6YAR,Azul Cocina Artesanal & Cantina,"7 E Anapamu St, Santa Barbara, CA 93101, USA",34.4237781,-119.7042915,4.4,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,21.0,Sunday,30.71
sb-ChIJj5mS76IT6YAR,El Sitio Restaurant - Salinas,"138 S Salinas St, Santa Barbara, CA 93103, USA",34.4249248,-119.671111,4.3,8:30 PM,Monday: 8:00 AM – 8:30 PM | Tuesday: 8:00 AM – 8:30 PM | Wednesday: 8:00 AM – 8:30 PM | Thursday: 8:00 AM – 8:30 PM | Friday: 8:00 AM – 8:30 PM | Saturday: 8:00 AM – 8:30 PM | Sunday: 8:00 AM – 8:30 PM,20.5,Sunday,32.81
sb-ChIJnZjDXjAT6YAR,Rascal's,"432 E Haley St Suite # A, Santa Barbara, CA 93101, USA",34.4217441,-119.689904,4.6,1:00 PM,"Monday: Closed | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Saturday: 10:00 AM – 1:00 PM, 5:00 – 9:30 PM | Sunday: 10:00 AM – 1:00 PM, 5:00 – 9:30 PM",13.0,Sunday,41.94
sb-ChIJgQBpUoET6YAR,Arnoldi's Cafe,"600 Olive St, Santa Barbara, CA 93101, USA",34.423275,-119.6911861,4.5,9:00 PM,Monday: 4:00 – 9:00 PM | Tuesday: 4:00 – 9:00 PM | Wednesday: 4:00 – 9:00 PM | Thursday: 4:00 – 9:00 PM | Friday: 4:00 – 9:00 PM | Saturday: 4:00 – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.83
sb-ChIJhXj85a1A6YAR,Phamous Cafe,"7127 Hollister Ave Suite 25, Goleta, CA 93117, USA",34.4282386,-119.8764075,4.4,9:00 PM,Monday: 10:30 AM – 9:00 PM | Tuesday: Closed | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 9:00 PM | Saturday: 10:30 AM – 9:00 PM | Sunday: 10:30 AM – 9:00 PM,21.0,Sunday,30.71
sb-ChIJdy1gjIIT6YAR,La Super-Rica Taqueria,"622 N Milpas St, Santa Barbara, CA 93103, USA",34.4279382,-119.6872769,4.5,9:30 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: Closed | Wednesday: Closed | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:30 PM | Saturday: 11:00 AM – 9:30 PM | Sunday: 11:00 AM – 9:00 PM,21.5,Sunday,29.05
sb-ChIJg8pX0ksT6YAR,Lion's Tale,"1295 Coast Village Rd, Santa Barbara, CA 93108, USA",34.421248,-119.6404519,4.9,12:00 AM,Monday: 4:00 – 11:00 PM | Tuesday: 4:00 – 11:00 PM | Wednesday: 4:00 – 11:00 PM | Thursday: 4:00 – 11:00 PM | Friday: 4:00 PM – 12:00 AM | Saturday: 4:00 PM – 12:00 AM | Sunday: 4:00 – 11:00 PM,0.0,Sunday,46.71
sb-ChIJeYARKLgV6YAR,Saint Remy,"1601 State St, Santa Barbara, CA 93101, USA",34.4270596,-119.7100987,4.4,12:00 AM,"Monday: 7:00 AM – 12:00 PM, 4:00 – 11:00 PM | Tuesday: 7:00 AM – 12:00 PM, 4:00 – 11:00 PM | Wednesday: 7:00 AM – 12:00 PM, 4:00 – 11:00 PM | Thursday: 7:00 AM – 12:00 PM, 4:00 – 11:00 PM | Friday: 7:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 11:00 PM",0.0,Sunday,45.97
sb-ChIJmTL5nFRB6YAR,La Guerrerita Mexican Food,"5698 Hollister Ave A, Goleta, CA 93117, USA",34.4359692,-119.8230444,4.4,10:30 PM,Monday: 7:00 AM – 10:30 PM | Tuesday: 7:00 AM – 10:30 PM | Wednesday: 7:00 AM – 10:30 PM | Thursday: 7:00 AM – 10:30 PM | Friday: 7:00 AM – 10:30 PM | Saturday: 9:00 AM – 10:30 PM | Sunday: 9:00 AM – 10:30 PM,22.5,Friday,26.73
sb-ChIJi-0TXpsT6YAR,Milpas Taqueria,"316 N Milpas St, Santa Barbara, CA 93103, USA",34.4250492,-119.6828838,4.4,8:00 PM,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 3:00 PM,20.0,Sunday,35.45
sb-ChIJmWmy73YT6YAR,Healthy Warrior Meal Prep,"428 Chapala St, Santa Barbara, CA 93101, USA",34.4156079,-119.6960641,5.0,Open 24 hours,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,21.0,Sunday,31.59
sb-ChIJl6QpjXgU6YAR,Press Room,"15 E Ortega St, Santa Barbara, CA 93101, USA",34.4192319,-119.6977124,4.5,2:00 AM,Monday: 11:00 AM – 2:00 AM | Tuesday: 11:00 AM – 2:00 AM | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 2:00 AM,2.0,Sunday,45.49
sb-ChIJkdmmRgA_6YAR,Yetz's Bagels,"901 Embarcadero del Mar Suite 103, Isla Vista, CA 93117, USA",34.4129239,-119.8573375,4.8,3:00 PM,Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM,15.0,Sunday,41.77
sb-ChIJhVcw7_w_6YAR,Maria's Tacos,"6545 Pardall Rd, Isla Vista, CA 93117, USA",34.4130217,-119.8557249,4.7,10:00 PM,Monday: 9:30 AM – 9:00 PM | Tuesday: 9:30 AM – 9:00 PM | Wednesday: 9:30 AM – 9:00 PM | Thursday: 9:30 AM – 9:00 PM | Friday: 9:30 AM – 9:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 10:30 AM – 9:00 PM,22.0,Friday,27.96
sb-ChIJm6hkKyYT6YAR,Ca' Dario Montecito,"1187 Coast Village Rd, Santa Barbara, CA 93108, USA",34.4207816,-119.6449207,4.5,10:00 PM,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 10:00 PM | Saturday: 11:30 AM – 10:00 PM | Sunday: 11:30 AM – 9:00 PM,22.0,Friday,27.76
sb-ChIJjU85unlA6YAR,La Tapatia #3,"5764 Hollister Ave, Goleta, CA 93117, USA",34.43590289999999,-119.8255196,3.7,9:00 PM,Monday: 6:00 AM – 9:00 PM | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:00 AM – 9:00 PM | Saturday: 6:00 AM – 9:00 PM | Sunday: 6:00 AM – 9:00 PM,21.0,Sunday,29.96
sb-ChIJeWBrRogT6YAR,Chocolate Maya,"15 W Gutierrez St, Santa Barbara, CA 93101, USA",34.4152653,-119.6945421,4.6,6:00 PM,Monday: 11:00 AM – 6:00 PM | Tuesday: 11:00 AM – 6:00 PM | Wednesday: Closed | Thursday: 11:00 AM – 6:00 PM | Friday: 11:00 AM – 6:00 PM | Saturday: 11:00 AM – 6:00 PM | Sunday: 11:00 AM – 4:00 PM,18.0,Sunday,41.52
sb-ChIJkaGPIh4V6YAR,Thai Bistro,"3130 State St, Santa Barbara, CA 93105, USA",34.440577,-119.7323127,4.3,2:30 PM,"Monday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Tuesday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Wednesday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Thursday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Friday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Saturday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Sunday: 5:00 – 9:00 PM",14.5,Sunday,41.14
sb-ChIJe7QSw3pA6YAR,Nothing Bundt Cakes,"5784 Calle Real, Goleta, CA 93117, USA",34.4417828,-119.8256887,4.1,7:00 PM,Monday: 10:00 AM – 7:00 PM | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM | Thursday: 10:00 AM – 7:00 PM | Friday: 10:00 AM – 7:00 PM | Saturday: 10:00 AM – 7:00 PM | Sunday: 10:00 AM – 6:00 PM,19.0,Sunday,41.0
sb-ChIJlxYbXZtA6YAR,Cristino’s Bakery,"170 Aero Camino, Goleta, CA 93117, USA",34.4322806,-119.848075,4.7,2:00 PM,Monday: 6:00 AM – 8:00 PM | Tuesday: 6:00 AM – 8:00 PM | Wednesday: 6:00 AM – 8:00 PM | Thursday: 6:00 AM – 8:00 PM | Friday: 6:00 AM – 8:00 PM | Saturday: 6:00 AM – 2:00 PM | Sunday: 6:00 AM – 2:00 PM,14.0,Sunday,41.79
sb-ChIJjxpjmzcV6YAR,Dutch Garden Restaurant,"4203 State St, Santa Barbara, CA 93110, USA",34.4402719,-119.7633416,4.6,8:00 PM,Monday: Closed | Tuesday: Closed | Wednesday: 11:00 AM – 4:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 8:00 PM | Saturday: 11:00 AM – 8:00 PM | Sunday: 11:00 AM – 4:00 PM,20.0,Sunday,35.83
sb-ChIJjSIlqY0U6YAR,Lele Patisserie,"2615 De La Vina St, Santa Barbara, CA 93105, USA",34.4346136,-119.7251109,5.0,Unknown,Monday: Closed | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Closed,21.0,Sunday,31.59
sb-ChIJm1SKt3gT6YAR,La Tapatia Bakery,"832 N Milpas St, Santa Barbara, CA 93103, USA",34.4301293,-119.68977,4.1,9:00 PM,Monday: 6:00 AM – 9:00 PM | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:00 AM – 9:00 PM | Saturday: 6:00 AM – 9:00 PM | Sunday: 6:00 AM – 9:00 PM,21.0,Sunday,30.36
sb-ChIJdf1lYXgU6YAR,Habit Burger & Grill,"628 State St, Santa Barbara, CA 93101, USA",34.4185014,-119.697455,4.3,10:30 PM,Monday: 10:30 AM – 9:30 PM | Tuesday: 10:30 AM – 9:30 PM | Wednesday: 10:30 AM – 9:30 PM | Thursday: 10:30 AM – 9:30 PM | Friday: 10:30 AM – 10:30 PM | Saturday: 10:30 AM – 10:30 PM | Sunday: 10:30 AM – 9:30 PM,22.5,Friday,26.71
sb-ChIJkc7MI2UT6YAR,Aegean SB,"731 A De La Guerra Pl, Santa Barbara, CA 93101, USA",34.4195667,-119.6987953,5.0,9:00 PM,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 4:00 – 9:00 PM | Sunday: 4:00 – 8:00 PM,21.0,Sunday,31.59
sb-ChIJoZA2ebMT6YAR,PETRA CAFE,"14 E Cota St, Santa Barbara, CA 93101, USA",34.4180746,-119.6962225,4.3,Unknown,,21.0,Sunday,30.59
sb-ChIJxyMET4gT6YAR,Santa Barbara Roasting Company,"321 Motor Way, Santa Barbara, CA 93101, USA",34.41507,-119.6944335,4.4,6:00 PM,Monday: 6:30 AM – 6:00 PM | Tuesday: 6:30 AM – 6:00 PM | Wednesday: 6:30 AM – 6:00 PM | Thursday: 6:30 AM – 6:00 PM | Friday: 6:30 AM – 6:00 PM | Saturday: 6:30 AM – 6:00 PM | Sunday: 7:00 AM – 6:00 PM,18.0,Sunday,41.28
sb-ChIJuYARDJsT6YAR,Tacos Pipeye,"217 N Milpas St #3281, Santa Barbara, CA 93103, USA",34.423876,-119.682202,4.7,9:00 PM,Monday: Closed | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:00 AM – 9:00 PM | Saturday: 6:00 AM – 9:00 PM | Sunday: 8:00 AM – 8:00 PM,21.0,Sunday,31.11
sb-ChIJt0G3TCAV6YAR,Natural Cafe,"361 Hitchcock Way, Santa Barbara, CA 93105, USA",34.4348831,-119.7460829,4.5,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.83
sb-ChIJxZbGpd4U6YAR,Farmer Boy,"3427 State St, Santa Barbara, CA 93105, USA",34.4400435,-119.7373383,4.6,2:00 PM,Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM,14.0,Sunday,41.65
sb-ChIJyczMWwxB6YAR,Takashi Ramen,"7060 Hollister Ave Suite 102, Goleta, CA 93117, USA",34.431177,-119.8740625,4.1,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.36
sb-ChIJuWUODn0U6YAR,China Pavilion,"1202 Chapala St, Santa Barbara, CA 93101, USA",34.4225791,-119.7057263,4.1,3:00 PM,"Monday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Tuesday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Wednesday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Thursday: 11:30 AM – 2:30 PM, 5:00 – 9:00 PM | Friday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM | Saturday: 11:00 AM – 3:00 PM, 5:00 – 9:30 PM | Sunday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM",15.0,Sunday,40.53
sb-ChIJzxKSpooT6YAR,Aperitivo,"7 W Haley St, Santa Barbara, CA 93101, USA",34.416454,-119.695668,4.8,7:30 PM,Monday: Closed | Tuesday: 3:30 – 7:30 PM | Wednesday: 3:30 – 7:30 PM | Thursday: 3:30 – 7:30 PM | Friday: 3:30 – 7:30 PM | Saturday: 3:30 – 7:30 PM | Sunday: Closed,19.5,Sunday,39.42
sb-ChIJx9aQXW0V6YAR,"SWEET CREAMS- Dubai Chocolate Strawberry Cup,Dubai Chocolate,LABUBU DUBAI CHOCOLATE,Churros...","651 Paseo Nuevo #607, Santa Barbara, CA 93101, USA",34.4188272,-119.7000765,3.8,8:00 PM,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 8:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 8:00 PM | Saturday: 11:00 AM – 8:00 PM | Sunday: 11:00 AM – 8:00 PM,20.0,Sunday,34.52
sb-ChIJoxPVYmkV6YAR,Room for Cake,"2300 Garden St, Santa Barbara, CA 93105, USA",34.43693,-119.715172,5.0,5:00 PM,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: Closed,17.0,Sunday,41.98
sb-ChIJt7aKpHlA6YAR,Domingo's Cafe,"5782 Hollister Ave, Goleta, CA 93117, USA",34.4359922,-119.8260009,4.5,1:30 PM,Monday: 7:00 AM – 1:30 PM | Tuesday: 7:00 AM – 1:30 PM | Wednesday: 7:00 AM – 1:30 PM | Thursday: 7:00 AM – 1:30 PM | Friday: 7:00 AM – 1:30 PM | Saturday: 7:00 AM – 1:30 PM | Sunday: 7:00 AM – 1:30 PM,13.5,Sunday,41.65
sb-ChIJvzVpPYwT6YAR,Bluewater Grill,"15 E Cabrillo Blvd, Santa Barbara, CA 93101, USA",34.4127597,-119.6889773,4.3,9:00 PM,Monday: Closed | Tuesday: 4:00 – 9:00 PM | Wednesday: 4:00 – 9:00 PM | Thursday: 4:00 – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJz9VdWX0U6YAR,Rori's Artisanal Creamery,"Public Market, 38 W Victoria St #103, Santa Barbara, CA 93101, USA",34.423597,-119.7068725,4.6,9:00 PM,Monday: 12:00 – 9:00 PM | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: 12:00 – 9:00 PM,21.0,Sunday,30.95
sb-ChIJt13fH3wU6YAR,Roy,"7 W Carrillo St, Santa Barbara, CA 93101, USA",34.4210972,-119.7021074,4.4,12:00 AM,Monday: Closed | Tuesday: 6:00 PM – 12:00 AM | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: 6:00 PM – 12:00 AM | Saturday: 6:00 PM – 12:00 AM | Sunday: 6:00 PM – 12:00 AM,0.0,Sunday,45.97
